#    itr              mu            ntot            mtot            etot
       1       59.508000        4.499268        0.266174      222.418518
       2       59.538000        4.499268        0.172180      222.620416
       3       59.538000        4.500122        0.111694      222.771399
       4       59.526000        4.499878        0.073242      222.844088
       5       59.532000        4.499390        0.047119      222.822177
       6       59.525000        4.499390        0.031006      222.805109
       7       59.522000        4.499390        0.020264      222.808116
       8       59.521000        4.499146        0.013306      222.795600
       9       59.513000        4.499878        0.008789      222.826941
      10       59.523000        4.499634        0.005981      222.851043
      11       59.520000        4.499146        0.003784      222.809017
      12       59.515000        4.500122        0.002808      222.841829
      13       59.524000        4.500366        0.001465      222.907687
      14       59.519000        4.499390        0.000977      222.862317
      15       59.511000        4.499390        0.000977      222.811134
      16       59.511000        4.499390        0.000977      222.811134
