# n = 4.5 U  = 14.0 J = 3.500 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       58.748000        4.499207        0.647491      220.137372
       2       59.313000        4.499023        0.399841      221.815093
       3       59.526000        4.499023        0.259949      222.370351
       4       59.559000        4.499756        0.176086      222.632503
       5       59.544000        4.499390        0.116699      222.745629
       6       59.521000        4.499634        0.076782      222.787307
       7       59.531000        4.499390        0.049561      222.807596
       8       59.520000        4.499878        0.031738      222.833467
       9       59.526000        4.499390        0.020752      222.833580
      10       59.521000        4.499146        0.013306      222.795535
      11       59.513000        4.499878        0.008789      222.826941
      12       59.523000        4.499634        0.005981      222.851043
      13       59.520000        4.499146        0.003784      222.809017
      14       59.515000        4.500122        0.002808      222.841829
      15       59.524000        4.500366        0.001465      222.907687
      16       59.519000        4.499390        0.000977      222.862317
      17       59.511000        4.499390        0.000977      222.811134
      18       59.511000        4.499390        0.000977      222.811134
