#p	a_up	a_dn	b_up	b_dn	c_up	c_dn	NaN
0	-8.810013	-8.832809	-8.810013	-8.832809	-19.601135	-19.624756	
1	-8.809712	-8.832508	-8.807001	-8.829798	-19.596919	-19.620539	
2	-8.808808	-8.831605	-8.797967	-8.820764	-19.584272	-19.607892	
3	-8.807303	-8.830100	-8.782917	-8.805714	-19.563202	-19.586822	
4	-8.805198	-8.827994	-8.761860	-8.784657	-19.533721	-19.557342	
5	-8.802492	-8.825289	-8.734808	-8.757605	-19.495849	-19.519469	
6	-8.799189	-8.821986	-8.701778	-8.724575	-19.449606	-19.473227	
7	-8.795290	-8.818087	-8.662789	-8.685586	-19.395022	-19.418643	
8	-8.790798	-8.813595	-8.617866	-8.640662	-19.332129	-19.355750	
9	-8.785715	-8.808512	-8.567034	-8.589831	-19.260965	-19.284586	
10	-8.780044	-8.802841	-8.510325	-8.533122	-19.181573	-19.205193	
11	-8.773789	-8.796586	-8.447773	-8.470570	-19.094000	-19.117621	
12	-8.766953	-8.789750	-8.379416	-8.402213	-18.998300	-19.021921	
13	-8.759541	-8.782338	-8.305295	-8.328091	-18.894530	-18.918150	
14	-8.751557	-8.774354	-8.225453	-8.248250	-18.782752	-18.806373	
15	-8.743006	-8.765802	-8.139941	-8.162737	-18.663034	-18.686655	
16	-8.733892	-8.756689	-8.048808	-8.071605	-18.535449	-18.559069	
17	-8.724223	-8.747019	-7.952110	-7.974907	-18.400072	-18.423692	
18	-8.714002	-8.736799	-7.849906	-7.872702	-18.256985	-18.280606	
19	-8.703237	-8.726034	-7.742256	-7.765052	-18.106275	-18.129896	
20	-8.691934	-8.714731	-7.629225	-7.652022	-17.948033	-17.971654	
21	-8.680100	-8.702896	-7.510883	-7.533679	-17.782353	-17.805974	
22	-8.667741	-8.690538	-7.387299	-7.410096	-17.609336	-17.632956	
23	-8.654866	-8.677663	-7.258548	-7.281345	-17.429085	-17.452706	
24	-8.641482	-8.664279	-7.124709	-7.147506	-17.241710	-17.265330	
25	-8.627598	-8.650394	-6.985861	-7.008658	-17.047323	-17.070943	
26	-8.613220	-8.636017	-6.842088	-6.864885	-16.846041	-16.869661	
27	-8.598359	-8.621156	-6.693477	-6.716274	-16.637985	-16.661606	
28	-8.583023	-8.605820	-6.540117	-6.562914	-16.423282	-16.446902	
29	-8.567222	-8.590018	-6.382101	-6.404898	-16.202059	-16.225680	
30	-8.550964	-8.573761	-6.219524	-6.242321	-15.974451	-15.998072	
31	-8.534260	-8.557057	-6.052484	-6.075280	-15.740594	-15.764215	
32	-8.517120	-8.539916	-5.881081	-5.903877	-15.500630	-15.524251	
33	-8.499553	-8.522350	-5.705418	-5.728215	-15.254703	-15.278323	
34	-8.481572	-8.504368	-5.525602	-5.548399	-15.002961	-15.026581	
35	-8.463186	-8.485982	-5.341741	-5.364538	-14.745555	-14.769176	
36	-8.444406	-8.467203	-5.153946	-5.176742	-14.482641	-14.506262	
37	-8.425244	-8.448041	-4.962329	-4.985125	-14.214378	-14.237998	
38	-8.405712	-8.428509	-4.767006	-4.789802	-13.940926	-13.964546	
39	-8.385821	-8.408618	-4.568095	-4.590891	-13.662450	-13.686071	
40	-8.365583	-8.388380	-4.365715	-4.388512	-13.379119	-13.402739	
41	-8.345010	-8.367807	-4.159989	-4.182786	-13.091102	-13.114723	
42	-8.324116	-8.346912	-3.951040	-3.973837	-12.798574	-12.822194	
43	-8.302911	-8.325708	-3.738995	-3.761791	-12.501710	-12.525331	
44	-8.281410	-8.304206	-3.523980	-3.546777	-12.200690	-12.224310	
45	-8.259624	-8.282421	-3.306126	-3.328923	-11.895694	-11.919314	
46	-8.237568	-8.260365	-3.085564	-3.108360	-11.586907	-11.610527	
