#    itr              mu            ntot            mtot            etot
       1       59.196000        4.199280        1.800720       52.024129
       2       22.206000        4.199402       -1.528870       53.917272
       3       22.524000        4.199341        1.324219       55.049345
       4       22.782000        4.199097       -1.166748       55.786580
       5       23.008000        4.200195        1.032593       56.312082
       6       23.180000        4.199219       -0.919312       56.690704
       7       23.282000        4.199463        0.824829       56.967203
       8       23.358000        4.199219       -0.748901       57.182711
       9       23.427000        4.199707        0.689819       57.348242
      10       23.462000        4.199219       -0.636108       57.458743
      11       23.497000        4.200195        0.596558       57.569207
      12       23.523000        4.199219       -0.557007       57.629343
      13       23.526000        4.199463        0.522583       57.680360
      14       23.556000        4.199463       -0.496704       57.735461
      15       23.565000        4.199463        0.473267       57.771957
      16       23.572000        4.200439       -0.452271       57.826472
      17       23.582000        4.199219        0.437378       57.841671
      18       23.581000        4.199219       -0.422241       57.838878
      19       23.586000        4.199707        0.409546       57.868790
      20       23.605000        4.200439       -0.399048       57.909517
      21       23.609000        4.199219        0.388062       57.905459
      22       23.607000        4.199219       -0.379272       57.896217
      23       23.610000        4.199951        0.370728       57.923097
      24       23.610000        4.199707       -0.365601       57.939228
      25       23.607000        4.199463        0.358521       57.934589
      26       23.608000        4.199463       -0.351685       57.937629
      27       23.615000        4.199707        0.345581       57.950290
      28       23.617000        4.199219       -0.342163       57.949160
      29       23.615000        4.199219        0.340210       57.943975
      30       23.614000        4.199219       -0.338257       57.945886
      31       23.616000        4.199219        0.337280       57.947820
      32       23.616000        4.199707       -0.335815       57.960270
      33       23.617000        4.199219        0.335327       57.958715
      34       23.616000        4.199463       -0.335083       57.956424
      35       23.618000        4.199463        0.335083       57.960924
      36       23.618000        4.199463       -0.335083       57.960924
