# n = 3.8 U  = 12.0 J = 3.000 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       42.324351        3.800293        0.379089      125.730317
       2       42.690551        3.800049        0.167542      126.644263
       3       42.836134        3.800171        0.075317      126.801227
       4       42.864500        3.800171        0.034302      126.845537
       5       42.877720        3.799927        0.016602      126.842060
       6       42.870068        3.800171        0.008667      126.845308
       7       42.862868        3.799927        0.004395      126.844248
       8       42.864368        3.799927        0.002441      126.835184
       9       42.862968        3.799927        0.001465      126.835211
      10       42.861368        3.799927        0.001465      126.835353
      11       42.861368        3.799927        0.001465      126.835353
