# n = 0.9 U  = 15.0 J = 3.750 k = 128.0
#    itr              mu            ntot            mtot            etot
       1        2.154800        0.899902        0.149231       -0.821587
       2        2.075800        0.899902        0.115295       -0.748877
       3        2.084300        0.899902        0.096252       -0.724087
       4        2.083508        0.900146        0.082703       -0.708244
       5        2.080051        0.900146        0.073669       -0.696125
       6        2.088551        0.899902        0.065247       -0.690819
       7        2.093080        0.900146        0.058777       -0.688610
       8        2.098180        0.899902        0.054504       -0.683435
       9        2.091080        0.899902        0.050842       -0.684299
      10        2.094290        0.899902        0.048401       -0.682643
      11        2.091599        0.900146        0.046814       -0.681076
      12        2.096548        0.900146        0.045349       -0.677692
      13        2.098803        0.900146        0.043396       -0.677099
      14        2.097003        0.899902        0.042053       -0.676858
      15        2.089103        0.899902        0.040588       -0.679078
      16        2.091803        0.899902        0.040100       -0.678540
      17        2.089823        0.899902        0.039124       -0.678366
      18        2.088823        0.899902        0.038635       -0.678201
      19        2.090203        0.900146        0.037781       -0.677520
      20        2.093403        0.899902        0.037170       -0.674923
      21        2.089903        0.899902        0.037170       -0.677346
      22        2.089903        0.899902        0.037170       -0.677346
