#    itr              mu            ntot            mtot            etot
       1       47.957520        5.200287        0.399667       93.530483
       2       21.839374        5.200623       -0.378915       58.962661
       3       21.816219        5.200745        0.364399       59.077414
       4       21.797062        5.200989       -0.354534       59.104860
       5       21.802388        5.200989        0.348629       59.164341
       6       21.797815        5.200256       -0.344157       59.161827
       7       21.787946        5.199768        0.340571       59.157605
       8       21.777606        5.200012       -0.337898       59.167869
       9       21.776920        5.200745        0.335590       59.210896
      10       21.781273        5.200745       -0.334367       59.216692
      11       21.775689        5.199524        0.333613       59.195469
