# n = 5.8 U  = 9.0 J = 2.250 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       56.422281        5.800354        0.099823      249.617195
       2       53.687581        5.799988        0.035919      250.195042
       3       53.649430        5.800232        0.013580      250.204567
       4       53.643130        5.799988        0.006134      250.203682
       5       53.638181        5.800232        0.002594      250.206555
       6       53.642957        5.800171        0.001099      250.214027
       7       53.641957        5.799927        0.000977      250.198382
       8       53.639357        5.799927        0.000732      250.187726
       9       53.638257        5.799927        0.000732      250.187727
      10       53.638257        5.799927        0.000732      250.187727
