#    itr              mu            ntot            mtot            etot
       1       46.957764        5.099121        0.450505       86.188252
       2       21.301468        5.100281       -0.422374       55.282801
       3       21.272925        5.100525        0.404675       55.444931
       4       21.249203        5.099426       -0.391060       55.485550
       5       21.232990        5.099670        0.381221       55.536781
       6       21.225869        5.100403       -0.374383       55.584393
       7       21.228274        5.100891        0.368540       55.645303
       8       21.225860        5.100891       -0.365525       55.663609
       9       21.233202        5.100647        0.362931       55.680433
      10       21.223622        5.100159       -0.362689       55.669620
      11       21.220978        5.100159        0.361709       55.663795
