#    itr              mu            ntot            mtot            etot
       1       -7.388000        2.499084        2.499084      -44.175068
       2        7.714000        2.499268       -1.288208       -0.614927
       3        7.778000        2.499634        0.602051        2.365804
       4        7.822000        2.499390       -0.272705        3.173752
       5        7.830000        2.499146        0.125000        3.346286
       6        7.835000        2.499390       -0.059814        3.382376
       7        7.837000        2.499146        0.027344        3.389834
       8        7.860000        2.499390       -0.012939        3.391213
       9        7.851000        2.499146        0.007324        3.391879
      10        7.846000        2.499146       -0.006348        3.389614
      11        7.848000        2.499146        0.006348        3.389630
      12        7.848000        2.499146       -0.006348        3.389630
