# n = 4.3 U  = 14.0 J = 3.500 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       55.803900        4.299927        0.591309      198.680717
       2       56.445528        4.300293        0.343201      200.222668
       3       56.614528        4.300049        0.216614      200.704405
       4       56.632397        4.300293        0.147156      200.875040
       5       56.647068        4.300293        0.104919      200.957341
       6       56.634468        4.300049        0.077942      200.976254
       7       56.625227        4.300293        0.057800      200.994075
       8       56.599554        4.300171        0.044189      201.008912
       9       56.604554        4.299927        0.034058      200.994456
      10       56.595804        4.300171        0.025146      200.998695
      11       56.601672        4.300171        0.018799      201.012953
      12       56.596972        4.299927        0.013794      201.000207
      13       56.593272        4.299927        0.009399      200.988264
      14       56.589282        4.300171        0.006836      201.002598
      15       56.593382        4.299927        0.005249      201.001030
      16       56.590682        4.299927        0.003784      200.988776
      17       56.590682        4.299927        0.002319      200.988920
      18       56.588979        4.300171        0.001709      201.002708
      19       56.592483        4.300171        0.001221      201.015035
      20       56.592359        4.300171        0.000732      201.015040
      21       56.593487        4.300171        0.000732      201.014990
      22       56.593693        4.300171        0.000732      201.015042
