#    itr              mu            ntot            mtot            etot
       1       -3.432000        2.699463        2.699463      -37.361143
       2        8.119000        2.699341       -1.236328        0.329122
       3        8.503000        2.699585        0.522705        3.299066
       4        8.577000        2.699097       -0.217041        3.924951
       5        8.582000        2.699097        0.091553        4.032911
       6        8.599000        2.699097       -0.038330        4.051673
       7        8.596000        2.699097        0.017822        4.055346
       8        8.595000        2.699097       -0.010010        4.056037
       9        8.602000        2.699097        0.004639        4.056169
      10        8.606000        2.699097       -0.001709        4.056481
      11        8.604000        2.699097        0.000732        4.056596
      12        8.603000        2.699097       -0.000732        4.056598
      13        8.603000        2.699097        0.000732        4.056598
