#    itr              mu            ntot            mtot            etot
       1      -20.900000        1.400452        1.400452      -39.554180
       2       -1.947000        1.399048       -0.786133       -9.728367
       3       -2.475000        1.399048        0.435547       -8.846748
       4       -2.682000        1.399048       -0.237305       -8.574315
       5       -2.746000        1.399780        0.128174       -8.492498
       6       -2.756000        1.399292       -0.069092       -8.462946
       7       -2.775000        1.399292        0.039307       -8.457868
       8       -2.761000        1.399292       -0.020264       -8.455778
       9       -2.762000        1.399048        0.010254       -8.454430
      10       -2.761000        1.399048       -0.004395       -8.455347
      11       -2.766000        1.399048        0.003418       -8.455357
      12       -2.765000        1.399048       -0.002441       -8.455350
      13       -2.766000        1.399048        0.002441       -8.455377
      14       -2.766000        1.399048       -0.002441       -8.455377
