#p	a1_up	a1_dn	b1_up	b1_dn	c1_up	c1_dn	a2_up	a2_dn	b2_up	b2_dn	c2_up	c2_dn	NaN
0	-10.182252	-10.229249	-10.182252	-10.229249	-20.936371	-20.979096	11.817750	11.770753	11.817750	11.770753	11.063629	11.020905	
1	-10.181951	-10.228948	-10.179240	-10.226237	-20.932154	-20.974879	11.814738	11.767741	11.817449	11.770451	11.063027	11.020302	
2	-10.181047	-10.228044	-10.170206	-10.217203	-20.919507	-20.962232	11.805704	11.758707	11.816545	11.769548	11.061220	11.018496	
3	-10.179542	-10.226539	-10.155156	-10.202153	-20.898437	-20.941162	11.790654	11.743657	11.815040	11.768043	11.058210	11.015486	
4	-10.177436	-10.224433	-10.134099	-10.181096	-20.868957	-20.911682	11.769597	11.722600	11.812934	11.765937	11.053999	11.011274	
5	-10.174731	-10.221728	-10.107047	-10.154044	-20.831085	-20.873809	11.742545	11.695548	11.810229	11.763232	11.048588	11.005864	
6	-10.171428	-10.218425	-10.074017	-10.121014	-20.784842	-20.827567	11.709515	11.662518	11.806926	11.759929	11.041982	10.999258	
7	-10.167529	-10.214526	-10.035028	-10.082025	-20.730258	-20.772983	11.670526	11.623529	11.803027	11.756030	11.034185	10.991460	
8	-10.163037	-10.210034	-9.990105	-10.037102	-20.667365	-20.710090	11.625603	11.578605	11.798535	11.751538	11.025200	10.982475	
9	-10.157954	-10.204951	-9.939273	-9.986270	-20.596201	-20.638925	11.574771	11.527774	11.793452	11.746455	11.015034	10.972309	
10	-10.152283	-10.199280	-9.882564	-9.929561	-20.516809	-20.559533	11.518062	11.471065	11.787781	11.740784	11.003692	10.960967	
11	-10.146028	-10.193025	-9.820012	-9.867009	-20.429236	-20.471961	11.455510	11.408513	11.781526	11.734529	10.991181	10.948457	
12	-10.139192	-10.186189	-9.751655	-9.798652	-20.333536	-20.376260	11.387153	11.340156	11.774690	11.727693	10.977510	10.934785	
13	-10.131780	-10.178777	-9.677534	-9.724531	-20.229766	-20.272490	11.313032	11.266035	11.767278	11.720281	10.962686	10.919961	
14	-10.123796	-10.170793	-9.597692	-9.644689	-20.117988	-20.160713	11.233190	11.186193	11.759294	11.712297	10.946717	10.903993	
15	-10.115244	-10.162242	-9.512180	-9.559177	-19.998270	-20.040995	11.147678	11.100681	11.750743	11.703745	10.929615	10.886890	
16	-10.106131	-10.153128	-9.421047	-9.468044	-19.870684	-19.913409	11.056545	11.009548	11.741629	11.694632	10.911388	10.868664	
17	-10.096461	-10.143459	-9.324349	-9.371346	-19.735308	-19.778032	10.959847	10.912850	11.731959	11.684962	10.892049	10.849324	
18	-10.086241	-10.133238	-9.222145	-9.269142	-19.592221	-19.634946	10.857643	10.810646	11.721739	11.674742	10.871608	10.828883	
19	-10.075476	-10.122473	-9.114495	-9.161492	-19.441511	-19.484236	10.749993	10.702996	11.710974	11.663977	10.850078	10.807353	
20	-10.064173	-10.111170	-9.001464	-9.048461	-19.283269	-19.325993	10.636962	10.589965	11.699671	11.652674	10.827472	10.784747	
21	-10.052339	-10.099336	-8.883122	-8.930119	-19.117589	-19.160314	10.518620	10.471623	11.687837	11.640840	10.803803	10.761079	
22	-10.039980	-10.086977	-8.759538	-8.806535	-18.944572	-18.987296	10.395036	10.348039	11.675478	11.628481	10.779087	10.736362	
23	-10.027105	-10.074102	-8.630787	-8.677785	-18.764321	-18.807046	10.266286	10.219288	11.662603	11.615606	10.753336	10.710612	
24	-10.013721	-10.060718	-8.496948	-8.543945	-18.576946	-18.619670	10.132446	10.085449	11.649219	11.602222	10.726569	10.683844	
25	-9.999837	-10.046834	-8.358100	-8.405097	-18.382558	-18.425283	9.993598	9.946601	11.635335	11.588337	10.698799	10.656074	
26	-9.985459	-10.032456	-8.214327	-8.261324	-18.181276	-18.224001	9.849825	9.802828	11.620957	11.573960	10.670044	10.627320	
27	-9.970598	-10.017595	-8.065716	-8.112713	-17.973221	-18.015946	9.701214	9.654217	11.606096	11.559099	10.640322	10.597598	
28	-9.955262	-10.002259	-7.912356	-7.959353	-17.758517	-17.801242	9.547854	9.500857	11.590760	11.543763	10.609650	10.566926	
29	-9.939461	-9.986458	-7.754340	-7.801337	-17.537295	-17.580020	9.389838	9.342841	11.574959	11.527962	10.578047	10.535322	
30	-9.923203	-9.970200	-7.591763	-7.638760	-17.309687	-17.352411	9.227261	9.180264	11.558701	11.511704	10.545532	10.502807	
31	-9.906499	-9.953496	-7.424723	-7.471720	-17.075830	-17.118555	9.060221	9.013224	11.541997	11.495000	10.512124	10.469399	
32	-9.889358	-9.936356	-7.253320	-7.300317	-16.835866	-16.878591	8.888818	8.841821	11.524857	11.477859	10.477843	10.435118	
33	-9.871792	-9.918789	-7.077657	-7.124654	-16.589939	-16.632663	8.713155	8.666158	11.507290	11.460293	10.442710	10.399986	
