#p	a1_up	a1_dn	b1_up	b1_dn	c1_up	c1_dn	a2_up	a2_dn	b2_up	b2_dn	c2_up	c2_dn	NaN
0	-9.942084	-2.118445	-9.942084	-2.118445	-20.569153	-13.380127	12.096320	19.919958	12.096320	19.919958	11.441467	18.630493	
1	-9.941783	-2.118144	-9.939077	-2.115438	-20.564937	-13.375911	12.093313	19.916952	12.096019	19.919658	11.440866	18.629892	
2	-9.940881	-2.117242	-9.930059	-2.106420	-20.552293	-13.363267	12.084295	19.907934	12.095117	19.918756	11.439062	18.628087	
3	-9.939379	-2.115740	-9.915036	-2.091397	-20.531227	-13.342201	12.069271	19.892910	12.093615	19.917254	11.436056	18.625081	
4	-9.937277	-2.113638	-9.894015	-2.070376	-20.501752	-13.312726	12.048251	19.871890	12.091513	19.915152	11.431850	18.620876	
5	-9.934576	-2.110937	-9.867011	-2.043372	-20.463886	-13.274861	12.021247	19.844886	12.088812	19.912451	11.426447	18.615472	
6	-9.931279	-2.107640	-9.834039	-2.010400	-20.417653	-13.228627	11.988275	19.811914	12.085515	19.909154	11.419849	18.608875	
7	-9.927387	-2.103748	-9.795120	-1.971481	-20.363079	-13.174053	11.949356	19.772995	12.081623	19.905262	11.412062	18.601088	
8	-9.922903	-2.099264	-9.750277	-1.926638	-20.300198	-13.111172	11.904513	19.728152	12.077138	19.900777	11.403089	18.592115	
9	-9.917828	-2.094189	-9.699538	-1.875899	-20.229048	-13.040022	11.853774	19.677413	12.072064	19.895703	11.392937	18.581963	
10	-9.912167	-2.088528	-9.642933	-1.819294	-20.149671	-12.960645	11.797169	19.620808	12.066403	19.890042	11.381611	18.570637	
11	-9.905923	-2.082284	-9.580497	-1.756858	-20.062116	-12.873090	11.734733	19.558372	12.060159	19.883798	11.369117	18.558143	
12	-9.899099	-2.075460	-9.512268	-1.688629	-19.966434	-12.777409	11.666504	19.490143	12.053335	19.876974	11.355465	18.544491	
13	-9.891700	-2.068061	-9.438287	-1.614648	-19.862685	-12.673659	11.592523	19.416162	12.045936	19.869575	11.340661	18.529687	
14	-9.883730	-2.060091	-9.358600	-1.534961	-19.750930	-12.561904	11.512836	19.336475	12.037966	19.861605	11.324715	18.513741	
15	-9.875194	-2.051555	-9.273255	-1.449616	-19.631236	-12.442210	11.427491	19.251130	12.029430	19.853069	11.307637	18.496663	
16	-9.866097	-2.042458	-9.182304	-1.358665	-19.503676	-12.314651	11.336540	19.160179	12.020333	19.843972	11.289436	18.478462	
17	-9.856444	-2.032805	-9.085802	-1.262163	-19.368327	-12.179302	11.240038	19.063677	12.010680	19.834319	11.270125	18.459151	
18	-9.846242	-2.022603	-8.983809	-1.160170	-19.225271	-12.036245	11.138045	18.961684	12.000478	19.824117	11.249714	18.438740	
19	-9.835496	-2.011857	-8.876387	-1.052748	-19.074593	-11.885567	11.030623	18.854262	11.989732	19.813371	11.228215	18.417241	
20	-9.824213	-2.000574	-8.763601	-0.939962	-18.916384	-11.727358	10.917836	18.741475	11.978449	19.802088	11.205643	18.394669	
21	-9.812400	-1.988761	-8.645520	-0.821881	-18.750740	-11.561714	10.799756	18.623394	11.966636	19.790275	11.182010	18.371036	
22	-9.800063	-1.976425	-8.522216	-0.698577	-18.577760	-11.388734	10.676452	18.500091	11.954299	19.777938	11.157331	18.346357	
23	-9.787211	-1.963573	-8.393765	-0.570126	-18.397549	-11.208523	10.548001	18.371640	11.941447	19.765086	11.131621	18.320647	
24	-9.773852	-1.950213	-8.260246	-0.436607	-18.210216	-11.021190	10.414482	18.238121	11.928087	19.751726	11.104895	18.293921	
25	-9.759992	-1.936353	-8.121740	-0.298101	-18.015873	-10.826847	10.275976	18.099615	11.914228	19.737866	11.077170	18.266196	
26	-9.745640	-1.922001	-7.978333	-0.154694	-17.814638	-10.625612	10.132569	17.956208	11.899876	19.723515	11.048462	18.237488	
27	-9.730806	-1.907167	-7.830112	-0.006473	-17.606631	-10.417605	9.984348	17.807987	11.885042	19.708681	11.018788	18.207814	
28	-9.715498	-1.891859	-7.677168	0.146470	-17.391979	-10.202953	9.831404	17.655043	11.869734	19.693373	10.988168	18.177194	
29	-9.699725	-1.876086	-7.519597	0.304042	-17.170810	-9.981784	9.673833	17.497472	11.853961	19.677600	10.956618	18.145644	
30	-9.683497	-1.859858	-7.357494	0.466145	-16.943259	-9.754233	9.511730	17.335369	11.837733	19.661372	10.924159	18.113185	
31	-9.666824	-1.843185	-7.190961	0.632678	-16.709461	-9.520435	9.345197	17.168836	11.821059	19.644698	10.890810	18.079836	
32	-9.649715	-1.826076	-7.020100	0.803539	-16.469559	-9.280533	9.174336	16.997975	11.803951	19.627590	10.856592	18.045618	
33	-9.632181	-1.808542	-6.845018	0.978621	-16.223696	-9.034670	8.999253	16.822892	11.786417	19.610056	10.821524	18.010550	
34	-9.614233	-1.790594	-6.665823	1.157816	-15.972021	-8.782995	8.820058	16.643697	11.768468	19.592107	10.785628	17.974654	
35	-9.595881	-1.772242	-6.482627	1.341012	-15.714686	-8.525660	8.636862	16.460501	11.750116	19.573755	10.748927	17.937953	
36	-9.577136	-1.753497	-6.295545	1.528094	-15.451846	-8.262820	8.449781	16.273419	11.731372	19.555011	10.711441	17.900467	
37	-9.558010	-1.734371	-6.104694	1.718945	-15.183660	-7.994634	8.258930	16.082569	11.712246	19.535885	10.673195	17.862221	
38	-9.538514	-1.714875	-5.910196	1.913443	-14.910288	-7.721262	8.064432	15.888071	11.692750	19.516389	10.634211	17.823237	
39	-9.518661	-1.695022	-5.712173	2.111466	-14.631896	-7.442871	7.866409	15.690048	11.672896	19.496535	10.594513	17.783538	
40	-9.498461	-1.674822	-5.510753	2.312886	-14.348653	-7.159627	7.664988	15.488627	11.652697	19.476336	10.554124	17.743150	
41	-9.477927	-1.654288	-5.306063	2.517576	-14.060727	-6.871702	7.460299	15.283938	11.632163	19.455802	10.513070	17.702096	
42	-9.457072	-1.633433	-5.098238	2.725401	-13.768295	-6.579269	7.252474	15.076113	11.611308	19.434947	10.471376	17.660402	
43	-9.435908	-1.612269	-4.887413	2.936226	-13.471530	-6.282505	7.041649	14.865288	11.590144	19.413783	10.429067	17.618092	
44	-9.414448	-1.590809	-4.673728	3.149911	-13.170614	-5.981588	6.827964	14.651603	11.568684	19.392323	10.386168	17.575193	
45	-9.392704	-1.569066	-4.457326	3.366313	-12.865727	-5.676701	6.611562	14.435200	11.546940	19.370579	10.342705	17.531731	
46	-9.370691	-1.547052	-4.238354	3.585285	-12.557052	-5.368027	6.392590	14.216229	11.524927	19.348566	10.298706	17.487732	
47	-9.348421	-1.524782	-4.016965	3.806674	-12.244778	-5.055752	6.171201	13.994840	11.502656	19.326295	10.254196	17.443222	
48	-9.325907	-1.502268	-3.793317	4.030322	-11.929090	-4.740065	5.947553	13.771192	11.480142	19.303781	10.209204	17.398230	
49	-9.303163	-1.479524	-3.567572	4.256066	-11.610181	-4.421156	5.721808	13.545447	11.457399	19.281038	10.163755	17.352781	
50	-9.280203	-1.456564	-3.339904	4.483735	-11.288243	-4.099217	5.494139	13.317778	11.434439	19.258078	10.117879	17.306905	
51	-9.257041	-1.433402	-3.110490	4.713149	-10.963470	-3.774444	5.264726	13.088365	11.411277	19.234916	10.071603	17.260629	
52	-9.233690	-1.410051	-2.879524	4.944115	-10.636057	-3.447031	5.033760	12.857399	11.387926	19.211565	10.024956	17.213982	
53	-9.210165	-1.386526	-2.647211	5.176427	-10.306203	-3.117178	4.801447	12.625086	11.364401	19.188040	9.977965	17.166991	
54	-9.186480	-1.362841	-2.413777	5.409862	-9.974107	-2.785081	4.568012	12.391651	11.340716	19.164355	9.930660	17.119685	
55	-9.162649	-1.339010	-2.179470	5.644169	-9.639969	-2.450943	4.333706	12.157345	11.316885	19.140524	9.883069	17.072095	
56	-9.138687	-1.315048	-1.944576	5.879063	-9.303991	-2.114965	4.098812	11.922451	11.292923	19.116562	9.835222	17.024248	
57	-9.114608	-1.290969	-1.709428	6.114211	-8.966376	-1.777350	3.863664	11.687303	11.268843	19.092482	9.787148	16.976174	
58	-9.090426	-1.266787	-1.474430	6.349209	-8.627328	-1.438302	3.628666	11.452305	11.244662	19.068300	9.738876	16.927902	
