#p	a_up	a_dn	b_up	b_dn	c_up	c_dn	NaN
0	-8.187157	-8.179604	-8.187157	-8.179604	-18.645187	-18.642166	
1	-8.186855	-8.179302	-8.184145	-8.176592	-18.640971	-18.637950	
2	-8.185952	-8.178399	-8.175111	-8.167558	-18.628324	-18.625303	
3	-8.184447	-8.176894	-8.160061	-8.152508	-18.607254	-18.604233	
4	-8.182341	-8.174788	-8.139004	-8.131451	-18.577774	-18.574752	
5	-8.179636	-8.172083	-8.111952	-8.104399	-18.539901	-18.536880	
6	-8.176333	-8.168780	-8.078922	-8.071369	-18.493659	-18.490637	
7	-8.172434	-8.164881	-8.039933	-8.032380	-18.439074	-18.436053	
8	-8.167942	-8.160389	-7.995009	-7.987456	-18.376181	-18.373160	
9	-8.162859	-8.155306	-7.944178	-7.936625	-18.305017	-18.301996	
10	-8.157188	-8.149635	-7.887469	-7.879916	-18.225625	-18.222604	
11	-8.150933	-8.143380	-7.824917	-7.817364	-18.138052	-18.135031	
12	-8.144097	-8.136544	-7.756560	-7.749007	-18.042352	-18.039331	
13	-8.136685	-8.129132	-7.682438	-7.674885	-17.938582	-17.935561	
14	-8.128701	-8.121148	-7.602597	-7.595044	-17.826804	-17.823783	
15	-8.120149	-8.112596	-7.517085	-7.509532	-17.707087	-17.704065	
16	-8.111036	-8.103483	-7.425952	-7.418399	-17.579501	-17.576480	
17	-8.101366	-8.093813	-7.329254	-7.321701	-17.444124	-17.441103	
18	-8.091146	-8.083593	-7.227050	-7.219497	-17.301037	-17.298016	
19	-8.080381	-8.072828	-7.119400	-7.111847	-17.150328	-17.147306	
20	-8.069078	-8.061525	-7.006369	-6.998816	-16.992085	-16.989064	
21	-8.057244	-8.049691	-6.888027	-6.880473	-16.826405	-16.823384	
22	-8.044885	-8.037332	-6.764443	-6.756890	-16.653388	-16.650367	
23	-8.032010	-8.024457	-6.635692	-6.628139	-16.473137	-16.470116	
24	-8.018626	-8.011073	-6.501853	-6.494300	-16.285762	-16.282741	
25	-8.004741	-7.997188	-6.363005	-6.355452	-16.091375	-16.088354	
26	-7.990364	-7.982811	-6.219232	-6.211679	-15.890093	-15.887072	
27	-7.975503	-7.967950	-6.070621	-6.063068	-15.682037	-15.679016	
28	-7.960167	-7.952614	-5.917261	-5.909708	-15.467334	-15.464312	
29	-7.944366	-7.936812	-5.759245	-5.751692	-15.246111	-15.243090	
