#    itr              mu            ntot            mtot            etot
       1        2.414795        2.899719        1.443603      -24.328720
       2        6.902652        2.899109       -0.750780       -4.448243
       3        7.660766        2.900574        0.351624       -0.586505
       4        7.896650        2.900238       -0.161900        0.521349
       5        7.940577        2.900665        0.072861        0.762854
       6        7.950485        2.899750       -0.034010        0.811303
       7        7.955047        2.899353        0.015213        0.811662
       8        7.960269        2.900543       -0.006836        0.820478
       9        7.966245        2.900513        0.003082        0.829267
      10        7.973085        2.900940       -0.001114        0.832897
      11        7.967295        2.900513        0.000290        0.832644
      12        7.974286        2.900970       -0.000076        0.833231
