# n = 5.1 U  = 12.0 J = 3.000 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       60.953973        5.100281        0.449860      249.000061
       2       59.458673        5.100098        0.281311      251.056836
       3       59.531903        5.100098        0.187317      251.305355
       4       59.561412        5.100342        0.127625      251.404080
       5       59.591405        5.100342        0.091003      251.459275
       6       59.616405        5.099976        0.064697      251.454352
       7       59.620405        5.099976        0.044434      251.445250
       8       59.635823        5.100220        0.030151      251.465341
       9       59.635018        5.100220        0.020386      251.478963
      10       59.633266        5.100220        0.014526      251.481332
      11       59.638452        5.100220        0.012085      251.481718
      12       59.638752        5.099976        0.009277      251.467158
      13       59.635052        5.099976        0.006836      251.455023
      14       59.635531        5.100220        0.005249      251.469202
      15       59.640795        5.100220        0.003784      251.481591
      16       59.640495        5.099976        0.001953      251.466747
      17       59.637395        5.099976        0.001465      251.454336
      18       59.637395        5.099976        0.000977      251.454341
      19       59.638395        5.099976        0.000488      251.454190
      20       59.639195        5.099976       -0.000000      251.454192
      21       59.638195        5.099976        0.000000      251.454192
      22       59.638195        5.099976        0.000000      251.454192
