#p	a1_up	a1_dn	b1_up	b1_dn	c1_up	c1_dn	a2_up	a2_dn	b2_up	b2_dn	c2_up	c2_dn	NaN
0	9.595784	-11.057175	9.595789	-11.057175	-1.936090	-21.979501	31.830160	11.177201	31.830165	11.177201	30.182946	10.139535	
1	9.596087	-11.056877	9.598764	-11.054195	-1.931882	-21.975293	31.827180	11.174220	31.829867	11.176903	30.182353	10.138942	
2	9.596981	-11.055983	9.607703	-11.045257	-1.919262	-21.962673	31.818241	11.165282	31.828973	11.176009	30.180573	10.137162	
3	9.598470	-11.054494	9.622593	-11.030366	-1.898236	-21.941648	31.803351	11.150391	31.827484	11.174520	30.177608	10.134196	
4	9.600554	-11.052411	9.643427	-11.009532	-1.868819	-21.912230	31.782517	11.129558	31.825401	11.172436	30.173459	10.130048	
5	9.603230	-11.049734	9.670191	-10.982768	-1.831027	-21.874438	31.755753	11.102794	31.822724	11.169760	30.168129	10.124718	
6	9.606498	-11.046466	9.702867	-10.950092	-1.784883	-21.828295	31.723077	11.070118	31.819456	11.166492	30.161622	10.118211	
7	9.610356	-11.042608	9.741435	-10.911524	-1.730416	-21.773828	31.684509	11.031550	31.815598	11.162634	30.153941	10.110530	
8	9.614801	-11.038163	9.785871	-10.867089	-1.667659	-21.711070	31.640073	10.987114	31.811153	11.158189	30.145092	10.101681	
9	9.619830	-11.033134	9.836145	-10.816814	-1.596649	-21.640060	31.589799	10.936840	31.806124	11.153160	30.135080	10.091668	
10	9.625441	-11.027523	9.892226	-10.760733	-1.517429	-21.560840	31.533718	10.880759	31.800513	11.147549	30.123911	10.080499	
11	9.631630	-11.021334	9.954077	-10.698882	-1.430048	-21.473459	31.471867	10.818907	31.794324	11.141360	30.111592	10.068181	
12	9.638393	-11.014571	10.021660	-10.631299	-1.334559	-21.377970	31.404284	10.751325	31.787561	11.134597	30.098132	10.054720	
13	9.645727	-11.007238	10.094931	-10.558029	-1.231019	-21.274430	31.331013	10.678054	31.780228	11.127263	30.083538	10.040126	
14	9.653626	-10.999339	10.173842	-10.479117	-1.119492	-21.162903	31.252102	10.599143	31.772329	11.119364	30.067819	10.024408	
15	9.662086	-10.990879	10.258343	-10.394617	-1.000044	-21.043455	31.167601	10.514642	31.763868	11.110904	30.050987	10.007576	
16	9.671102	-10.981863	10.348379	-10.304580	-0.872749	-20.916160	31.077565	10.424606	31.754853	11.101888	30.033051	9.989640	
17	9.680668	-10.972296	10.443892	-10.209067	-0.737683	-20.781094	30.982052	10.329093	31.745286	11.092322	30.014023	9.970611	
18	9.690779	-10.962185	10.544820	-10.108139	-0.594929	-20.638340	30.881124	10.228165	31.735175	11.082211	29.993914	9.950503	
19	9.701428	-10.951536	10.651098	-10.001861	-0.444573	-20.487984	30.774846	10.121887	31.724526	11.071561	29.972738	9.929327	
20	9.712610	-10.940354	10.762655	-9.890304	-0.286706	-20.330118	30.663289	10.010329	31.713344	11.060380	29.950508	9.907097	
21	9.724317	-10.928648	10.879420	-9.773539	-0.121425	-20.164836	30.546524	9.893565	31.701638	11.048673	29.927238	9.883827	
22	9.736541	-10.916423	11.001316	-9.651644	0.051171	-19.992241	30.424628	9.771669	31.689413	11.036448	29.902943	9.859531	
23	9.749277	-10.903687	11.128261	-9.524698	0.230976	-19.812435	30.297683	9.644724	31.676677	11.023713	29.877638	9.834226	
24	9.762516	-10.890448	11.260172	-9.392787	0.417882	-19.625529	30.165772	9.512813	31.663438	11.010474	29.851339	9.807928	
25	9.776250	-10.876715	11.396961	-9.255998	0.611775	-19.431636	30.028982	9.376023	31.649705	10.996740	29.824064	9.780652	
26	9.790470	-10.862494	11.538538	-9.114422	0.812538	-19.230874	29.887406	9.234447	31.635484	10.982520	29.795829	9.752417	
27	9.805169	-10.847796	11.684805	-8.968154	1.020047	-19.023364	29.741139	9.088180	31.620786	10.967821	29.766652	9.723241	
28	9.820336	-10.832628	11.835665	-8.817295	1.234178	-18.809233	29.590279	8.937320	31.605618	10.952654	29.736553	9.693142	
29	9.835964	-10.817000	11.991013	-8.661946	1.454800	-18.588611	29.434931	8.781971	31.589990	10.937026	29.705550	9.662139	
30	9.852043	-10.800922	12.150744	-8.502215	1.681779	-18.361632	29.275200	8.622240	31.573912	10.920947	29.673664	9.630253	
31	9.868562	-10.784403	12.314747	-8.338212	1.914977	-18.128434	29.111197	8.458238	31.557392	10.904428	29.640915	9.597504	
32	9.885512	-10.767452	12.482905	-8.170054	2.154252	-17.889159	28.943039	8.290080	31.540442	10.887478	29.607323	9.563912	
