# n = 4.4 U  = 20.0 J = 5.000 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       78.981011        4.400208        0.799896      303.747105
       2       79.336351        4.400330        0.627350      305.914618
       3       79.552813        4.400269        0.523071      306.874903
       4       79.796361        4.400146        0.443665      307.329894
       5       79.922961        4.399902        0.384705      307.614953
       6       79.991885        4.400146        0.339661      307.829619
       7       80.036256        4.400146        0.305481      307.997588
       8       80.068904        4.400146        0.278381      308.103768
       9       80.092847        4.400146        0.258118      308.182709
      10       80.107847        4.399902        0.240173      308.220083
      11       80.108448        4.400146        0.226379      308.268433
      12       80.110078        4.399902        0.215515      308.301680
      13       80.126203        4.400146        0.205872      308.329481
      14       80.124903        4.399902        0.200623      308.350719
      15       80.129703        4.399902        0.194031      308.344622
      16       80.124703        4.399902        0.186951      308.359281
      17       80.125303        4.399902        0.181335      308.374673
      18       80.128619        4.400146        0.176819      308.405168
      19       80.126219        4.399902        0.171814      308.412227
      20       80.119526        4.400146        0.169495      308.424229
      21       80.122347        4.400146        0.166077      308.446714
      22       80.124886        4.400146        0.164124      308.453618
      23       80.129438        4.400146        0.162659      308.458192
      24       80.130421        4.400146        0.161194      308.461404
      25       80.132920        4.400146        0.160706      308.463529
      26       80.133077        4.400146        0.160217      308.464714
      27       80.133261        4.400146        0.160217      308.465665
      28       80.133261        4.400146        0.160217      308.465665
