#    itr              mu            ntot            mtot            etot
       1      -20.029000        1.599426        1.599426      -45.396400
       2        0.460000        1.599121       -0.935669       -8.684957
       3       -0.193000        1.599731        0.518066       -7.410586
       4       -0.421000        1.599243       -0.278809       -6.969736
       5       -0.479000        1.599487        0.148193       -6.837316
       6       -0.488000        1.599243       -0.076172       -6.796054
       7       -0.512000        1.599243        0.042969       -6.786235
       8       -0.511000        1.599731       -0.021484       -6.783380
       9       -0.493000        1.599243        0.013184       -6.779428
      10       -0.507000        1.599243       -0.007324       -6.782266
      11       -0.507000        1.599731        0.005859       -6.782467
      12       -0.506000        1.599243       -0.003418       -6.779190
      13       -0.512000        1.599243        0.002441       -6.781999
      14       -0.510000        1.599243       -0.001953       -6.781993
      15       -0.511000        1.599243        0.001953       -6.781990
      16       -0.511000        1.599243       -0.001953       -6.781990
