#    itr              mu            ntot            mtot            etot
       1       52.011000        3.999268        0.226135      169.722466
       2       52.110000        4.000488        0.137146      170.009675
       3       52.161000        3.999268        0.090881      170.075458
       4       52.172000        3.999023        0.063416      170.035227
       5       52.200000        3.999146        0.043945      170.043459
       6       52.206000        3.999634        0.030762      170.082106
       7       52.221000        3.999878        0.022095      170.121234
       8       52.223000        4.000366        0.015503      170.159626
       9       52.230000        3.999390        0.011108      170.132229
      10       52.221000        3.999390        0.006958      170.087302
      11       52.221000        3.999146        0.004395      170.074716
      12       52.218000        3.999634        0.002686      170.088932
      13       52.226000        3.999146        0.001465      170.086041
      14       52.214000        3.999634        0.001221      170.088904
      15       52.219000        3.999146        0.000977      170.086063
      16       52.214000        3.999146        0.000977      170.063336
      17       52.214000        3.999146        0.000977      170.063336
